valid_accuracy_mean,valid_accuracy_std,test_accuracy_mean,test_accuracy_std,fit_time_sec_mean,fit_time_sec_std
37.283653846153854,1.1968643542792892,37.732949087415946,1.8521689536976038,0.33180670738220214,0.5356205501806445
