valid_accuracy_mean,valid_accuracy_std,test_accuracy_mean,test_accuracy_std,fit_time_sec_mean,fit_time_sec_std
78.72000000000001,0.3487119154832542,81.52,0.2039607805437116,0.24050660133361818,0.36064765935092685
